Atoms	Optimal	Found	Error	Gen	Time
35	-91.65	-56.74	38.08	50	0.69
35	-91.65	-55.23	39.73	50	0.70
35	-91.65	-53.78	41.32	50	0.67
35	-91.65	-90.90	0.81	50	0.38
35	-91.65	-82.29	10.21	50	0.38
35	-91.65	-73.21	20.12	50	0.36
35	-91.65	-88.29	3.66	50	1.44
35	-91.65	-85.17	7.07	50	1.36
35	-91.65	-75.25	17.89	50	0.78
35	-91.65	-59.16	35.45	50	0.58
35	-91.65	-56.75	38.07	50	1.31
35	-91.65	-55.82	39.09	50	1.34
35	-91.65	-91.65	-0.00	50	0.55
35	-91.65	-83.72	8.65	50	1.53
35	-91.65	-74.04	19.21	50	1.58
Atoms	Optimal	Found	Error	Gen	Time
36	-95.00	-88.58	6.75	50	0.75
36	-95.00	-84.33	11.23	50	0.75
36	-95.00	-77.67	18.24	50	0.73
36	-95.00	-55.26	41.83	50	0.75
36	-95.00	-55.52	41.55	50	0.75
36	-95.00	-61.71	35.04	50	0.75
36	-95.00	-94.24	0.80	50	0.41
36	-95.00	-83.03	12.59	50	0.39
36	-95.00	-77.41	18.51	50	0.41
36	-95.00	-91.90	3.26	50	1.36
36	-95.00	-88.43	6.91	50	0.58
36	-95.00	-80.33	15.44	50	0.70
36	-95.00	-58.13	38.80	50	0.39
36	-95.00	-56.73	40.28	50	1.08
36	-95.00	-64.16	32.47	50	0.88
36	-95.00	-95.00	-0.00	50	0.72
36	-95.00	-85.39	10.12	50	1.30
36	-95.00	-80.67	15.08	50	1.09
Atoms	Optimal	Found	Error	Gen	Time
37	-98.26	-93.33	5.02	50	0.81
37	-98.26	-87.74	10.71	50	0.81
37	-98.26	-77.72	20.90	50	0.81
37	-98.26	-59.18	39.77	50	0.80
37	-98.26	-60.90	38.02	50	0.81
37	-98.26	-54.08	44.97	50	0.81
37	-98.26	-97.51	0.76	50	0.44
37	-98.26	-85.68	12.81	50	0.44
37	-98.26	-79.52	19.07	50	0.44
37	-98.26	-96.47	1.82	50	0.89
37	-98.26	-88.92	9.51	50	1.30
37	-98.26	-82.59	15.95	50	1.25
37	-98.26	-64.14	34.72	50	0.58
37	-98.26	-64.06	34.81	50	0.78
37	-98.26	-56.57	42.42	50	1.02
37	-98.26	-98.26	-0.00	50	0.55
37	-98.26	-87.76	10.69	50	1.61
37	-98.26	-83.01	15.52	50	1.42
Atoms	Optimal	Found	Error	Gen	Time
38	-100.52	-87.58	12.86	50	0.88
38	-100.52	-84.08	16.35	50	0.86
38	-100.52	-66.94	33.40	50	0.88
38	-100.52	-63.48	36.85	50	0.86
38	-100.52	-60.83	39.48	50	0.91
38	-100.52	-62.61	37.71	50	0.88
38	-100.52	-99.75	0.76	50	0.48
38	-100.52	-86.56	13.89	50	0.48
38	-100.52	-80.05	20.36	50	0.48
38	-100.52	-95.08	5.41	50	0.56
38	-100.52	-88.11	12.34	50	1.11
38	-100.52	-69.95	30.41	50	1.75
38	-100.52	-66.86	33.48	50	1.05
38	-100.52	-62.63	37.69	50	1.22
38	-100.52	-63.49	36.83	50	2.06
38	-100.52	-100.52	-0.00	50	0.42
38	-100.52	-88.29	12.17	50	1.76
38	-100.52	-86.07	14.37	50	1.31
Atoms	Optimal	Found	Error	Gen	Time
39	-103.83	-94.32	9.15	50	0.95
39	-103.83	-95.47	8.05	50	0.95
39	-103.83	-83.32	19.75	50	0.95
39	-103.83	-64.68	37.71	50	0.95
39	-103.83	-61.01	41.24	50	0.97
39	-103.83	-62.10	40.19	50	0.94
39	-103.83	-103.00	0.79	50	0.52
39	-103.83	-89.21	14.08	50	0.50
39	-103.83	-84.69	18.43	50	0.50
39	-103.83	-98.43	5.20	50	0.66
39	-103.83	-97.01	6.57	50	1.00
39	-103.83	-85.15	17.99	50	1.59
39	-103.83	-67.15	35.32	50	1.26
39	-103.83	-61.62	40.65	50	1.16
39	-103.83	-63.28	39.06	50	1.47
39	-103.83	-103.83	-0.00	50	0.33
39	-103.83	-90.74	12.60	50	1.70
39	-103.83	-87.16	16.05	50	1.74
Atoms	Optimal	Found	Error	Gen	Time
40	-107.11	-100.07	6.57	50	1.03
40	-107.11	-91.12	14.93	50	1.00
40	-107.11	-85.07	20.57	50	1.03
40	-107.11	-62.27	41.86	50	1.05
40	-107.11	-63.10	41.08	50	1.05
40	-107.11	-67.77	36.73	50	1.05
40	-107.11	-106.21	0.84	50	0.56
40	-107.11	-91.07	14.98	50	0.55
40	-107.11	-87.82	18.01	50	0.55
40	-107.11	-104.49	2.44	50	0.28
40	-107.11	-96.99	9.45	50	1.05
40	-107.11	-87.85	17.97	50	1.25
40	-107.11	-70.99	33.72	50	0.31
40	-107.11	-70.00	34.64	50	0.31
40	-107.11	-71.56	33.19	50	0.45
40	-107.11	-107.11	-0.00	50	0.47
40	-107.11	-93.58	12.63	50	1.48
40	-107.11	-90.38	15.62	50	1.31
Atoms	Optimal	Found	Error	Gen	Time
41	-109.35	-94.20	13.86	50	1.14
41	-109.35	-97.54	10.80	50	1.08
41	-109.35	-83.23	23.89	50	1.12
41	-109.35	-60.97	44.24	50	1.12
41	-109.35	-69.47	36.47	50	1.14
41	-109.35	-58.87	46.16	50	1.14
41	-109.35	-108.46	0.82	50	0.61
41	-109.35	-96.28	11.95	50	0.58
41	-109.35	-88.65	18.93	50	0.61
41	-109.35	-99.03	9.44	50	2.39
41	-109.35	-98.74	9.70	50	1.77
41	-109.35	-89.91	17.78	50	1.69
41	-109.35	-65.87	39.77	50	0.30
41	-109.35	-70.48	35.55	50	2.17
41	-109.35	-62.35	42.98	50	1.72
41	-109.35	-109.35	-0.00	50	0.44
41	-109.35	-97.80	10.57	50	1.86
41	-109.35	-91.46	16.36	50	1.69
Atoms	Optimal	Found	Error	Gen	Time
42	-112.68	-104.41	7.34	50	1.19
42	-112.68	-98.00	13.03	50	1.19
42	-112.68	-88.79	21.21	50	1.17
42	-112.68	-59.64	47.07	50	1.20
42	-112.68	-68.64	39.08	50	1.22
42	-112.68	-60.92	45.94	50	1.23
42	-112.68	-111.77	0.81	50	0.64
42	-112.68	-99.21	11.95	50	0.64
42	-112.68	-89.35	20.71	50	0.64
42	-112.68	-109.85	2.51	50	0.44
42	-112.68	-99.86	11.38	50	1.94
42	-112.68	-91.98	18.37	50	1.72
42	-112.68	-63.88	43.31	50	0.41
42	-112.68	-73.40	34.86	50	1.94
42	-112.68	-65.76	41.64	50	1.33
42	-112.68	-112.68	-0.00	50	0.39
42	-112.68	-100.84	10.51	50	1.92
42	-112.68	-92.90	17.56	50	1.66
Atoms	Optimal	Found	Error	Gen	Time
43	-116.04	-110.96	4.38	50	1.26
43	-116.04	-103.36	10.93	50	1.30
43	-116.04	-90.47	22.03	50	1.28
43	-116.04	-68.13	41.29	50	1.30
43	-116.04	-55.14	52.48	50	1.30
43	-116.04	-63.60	45.19	50	1.28
43	-116.04	-115.12	0.80	50	0.70
43	-116.04	-101.44	12.58	50	0.69
43	-116.04	-92.07	20.65	50	0.69
43	-116.04	-113.96	1.79	50	0.78
43	-116.04	-106.50	8.22	50	1.08
43	-116.04	-95.51	17.69	50	1.23
43	-116.04	-69.59	40.03	50	1.11
43	-116.04	-56.20	51.57	50	0.77
43	-116.04	-66.81	42.43	50	0.89
43	-116.04	-116.04	-0.00	50	0.55
43	-116.04	-103.25	11.02	50	1.97
43	-116.04	-95.48	17.72	50	1.55
Atoms	Optimal	Found	Error	Gen	Time
44	-119.32	-112.17	5.99	50	1.38
44	-119.32	-107.89	9.57	50	1.36
44	-119.32	-92.84	22.19	50	1.38
44	-119.32	-68.52	42.58	50	1.39
44	-119.32	-68.51	42.58	50	1.38
44	-119.32	-70.99	40.50	50	1.38
44	-119.32	-118.36	0.80	50	0.75
44	-119.32	-104.39	12.51	50	0.73
44	-119.32	-94.67	20.66	50	0.73
44	-119.32	-116.30	2.53	50	0.67
44	-119.32	-111.34	6.69	50	0.86
44	-119.32	-94.53	20.77	50	2.27
44	-119.32	-70.20	41.16	50	1.58
44	-119.32	-69.39	41.85	50	2.31
44	-119.32	-76.13	36.19	50	0.41
44	-119.32	-119.32	-0.00	50	0.38
44	-119.32	-105.54	11.55	50	2.56
44	-119.32	-98.03	17.84	50	2.19
Atoms	Optimal	Found	Error	Gen	Time
45	-121.56	-107.62	11.47	50	1.50
45	-121.56	-110.90	8.77	50	1.45
45	-121.56	-94.23	22.49	50	1.48
45	-121.56	-71.53	41.16	50	1.45
45	-121.56	1103.55	1007.79	50	1.50
45	-121.56	-71.91	40.85	50	1.52
45	-121.56	-120.57	0.82	50	0.80
45	-121.56	-103.07	15.21	50	0.80
45	-121.56	-94.99	21.86	50	0.78
45	-121.56	-113.87	6.33	50	1.76
45	-121.56	-114.98	5.41	50	1.08
45	-121.56	-97.62	19.69	50	1.95
45	-121.56	-71.88	40.87	50	3.16
45	-121.56	1100.85	1005.57	50	4.64
45	-121.56	-83.65	31.18	50	0.56
45	-121.56	-121.56	-0.00	50	0.58
45	-121.56	-106.81	12.14	50	2.44
45	-121.56	-101.10	16.84	50	2.36
Atoms	Optimal	Found	Error	Gen	Time
46	-124.89	-113.65	9.00	50	1.58
46	-124.89	-107.14	14.21	50	1.59
46	-124.89	-97.10	22.25	50	1.56
46	-124.89	-72.00	42.35	50	1.59
46	-124.89	-67.00	46.35	50	1.59
46	-124.89	-68.88	44.85	50	1.59
46	-124.89	-123.86	0.82	50	0.84
46	-124.89	-105.55	15.48	50	0.84
46	-124.89	-97.35	22.05	50	0.84
46	-124.89	-120.00	3.91	50	1.88
46	-124.89	-114.13	8.61	50	0.77
46	-124.89	-103.91	16.80	50	2.23
46	-124.89	-76.19	39.00	50	1.11
46	-124.89	-68.25	45.35	50	1.56
46	-124.89	-70.47	43.57	50	0.44
46	-124.89	-124.89	-0.00	50	0.62
46	-124.89	-109.41	12.39	50	2.67
46	-124.89	-103.40	17.20	50	2.55
Atoms	Optimal	Found	Error	Gen	Time
47	-128.24	-117.67	8.24	50	1.69
47	-128.24	-112.63	12.17	50	1.70
47	-128.24	-99.57	22.36	50	1.72
47	-128.24	-73.83	42.43	50	1.67
47	-128.24	-72.81	43.23	50	1.69
47	-128.24	-71.61	44.16	50	1.69
47	-128.24	-127.09	0.90	50	0.91
47	-128.24	-113.88	11.19	50	0.91
47	-128.24	-98.94	22.85	50	0.89
47	-128.24	-124.62	2.82	50	1.75
47	-128.24	-117.08	8.71	50	1.12
47	-128.24	-105.82	17.48	50	1.30
47	-128.24	-75.96	40.77	50	2.41
47	-128.24	-77.89	39.26	50	0.81
47	-128.24	-75.42	41.19	50	1.64
47	-128.24	-128.24	-0.00	50	0.61
47	-128.24	-117.11	8.68	50	2.84
47	-128.24	-105.05	18.08	50	2.95
Atoms	Optimal	Found	Error	Gen	Time
48	-131.52	-126.15	4.08	50	1.81
48	-131.52	-118.69	9.75	50	1.81
48	-131.52	-102.10	22.37	50	1.83
48	-131.52	-66.86	49.16	50	1.81
48	-131.52	976.95	842.84	50	1.80
48	-131.52	-83.64	36.40	50	1.78
48	-131.52	-130.28	0.94	50	0.97
48	-131.52	-119.87	8.86	50	0.95
48	-131.52	-112.82	14.21	50	0.95
48	-131.52	-128.90	1.99	50	1.86
48	-131.52	-119.76	8.94	50	3.23
48	-131.52	-111.72	15.05	50	0.81
48	-131.52	-70.39	46.48	50	0.72
48	-131.52	318.55	342.22	50	5.50
48	-131.52	-85.20	35.22	50	3.55
48	-131.52	-131.52	-0.00	50	0.44
48	-131.52	-121.40	7.69	50	2.94
48	-131.52	-115.67	12.05	50	1.88
Atoms	Optimal	Found	Error	Gen	Time
49	-133.76	-123.56	7.62	50	1.92
49	-133.76	-113.49	15.15	50	1.91
49	-133.76	-103.61	22.54	50	1.94
49	-133.76	-73.82	44.81	50	1.91
49	-133.76	-75.64	43.45	50	1.95
49	-133.76	-75.94	43.22	50	1.91
49	-133.76	-132.49	0.95	50	1.02
49	-133.76	-119.14	10.93	50	1.02
49	-133.76	-115.93	13.33	50	1.03
49	-133.76	-129.20	3.41	50	2.56
49	-133.76	-115.42	13.71	50	2.39
49	-133.76	-110.45	17.42	50	0.80
49	-133.76	-74.23	44.51	50	4.30
49	-133.76	-82.56	38.28	50	0.83
49	-133.76	-79.43	40.62	50	2.66
49	-133.76	-133.76	-0.00	50	0.59
49	-133.76	-125.18	6.41	50	0.98
49	-133.76	-119.47	10.68	50	0.83
Atoms	Optimal	Found	Error	Gen	Time
50	-137.08	-123.75	9.73	50	2.02
50	-137.08	-111.83	18.42	50	2.00
50	-137.08	-106.03	22.65	50	2.05
50	-137.08	-86.89	36.61	50	2.08
50	-137.08	-82.20	40.04	50	2.08
50	-137.08	-79.76	41.82	50	2.03
50	-137.08	-135.68	1.02	50	1.09
50	-137.08	-122.16	10.89	50	1.08
50	-137.08	-116.72	14.86	50	1.08
50	-137.08	-132.25	3.52	50	2.38
50	-137.08	-118.19	13.78	50	3.38
50	-137.08	-113.84	16.95	50	2.55
50	-137.08	-92.15	32.78	50	1.84
50	-137.08	-86.65	36.79	50	1.14
50	-137.08	-85.24	37.82	50	2.20
50	-137.08	-137.08	-0.00	50	0.53
50	-137.08	-126.62	7.63	50	1.28
50	-137.08	-120.11	12.38	50	1.34
Atoms	Optimal	Found	Error	Gen	Time
51	-140.44	-127.11	9.49	50	2.17
51	-140.44	-113.99	18.83	50	2.20
51	-140.44	-116.90	16.77	50	2.19
51	-140.44	-75.63	46.15	50	2.17
51	-140.44	-76.85	45.28	50	2.20
51	-140.44	-71.49	49.10	50	2.20
51	-140.44	-138.92	1.08	50	1.17
51	-140.44	-125.27	10.81	50	1.16
51	-140.44	-111.50	20.61	50	1.17
51	-140.44	-137.39	2.17	50	1.64
51	-140.44	-122.08	13.08	50	2.02
51	-140.44	-120.41	14.27	50	2.69
51	-140.44	-79.76	43.21	50	0.59
51	-140.44	-80.81	42.46	50	2.67
51	-140.44	-76.24	45.72	50	0.75
51	-140.44	-140.44	-0.00	50	0.61
51	-140.44	-131.65	6.26	50	0.69
51	-140.44	-114.02	18.82	50	3.94
Atoms	Optimal	Found	Error	Gen	Time
52	-143.72	-134.50	6.42	50	2.34
52	-143.72	-126.40	12.06	50	2.31
52	-143.72	-113.83	20.80	50	2.31
52	-143.72	-79.57	44.64	50	2.30
52	-143.72	-75.62	47.38	50	2.31
52	-143.72	-77.92	45.79	50	2.31
52	-143.72	-142.11	1.12	50	1.23
52	-143.72	-125.15	12.92	50	1.23
52	-143.72	-114.43	20.38	50	1.22
52	-143.72	-140.22	2.43	50	3.03
52	-143.72	-129.81	9.68	50	2.03
52	-143.72	-119.64	16.76	50	2.70
52	-143.72	-85.40	40.58	50	0.72
52	-143.72	-84.71	41.06	50	0.88
52	-143.72	-87.57	39.07	50	5.44
52	-143.72	-143.72	-0.00	50	0.58
52	-143.72	-131.51	8.50	50	2.27
52	-143.72	-116.93	18.64	50	3.34
Atoms	Optimal	Found	Error	Gen	Time
53	-145.96	-127.64	12.55	50	2.48
53	-145.96	-121.97	16.44	50	2.42
53	-145.96	-117.08	19.79	50	2.44
53	-145.96	-83.89	42.53	50	2.45
53	-145.96	-75.96	47.96	50	2.45
53	-145.96	-78.14	46.46	50	2.48
53	-145.96	-144.36	1.10	50	1.34
53	-145.96	-125.14	14.27	50	1.33
53	-145.96	-115.05	21.18	50	1.33
53	-145.96	-133.05	8.85	50	2.27
53	-145.96	-126.08	13.62	50	4.45
53	-145.96	-120.63	17.36	50	2.59
53	-145.96	-86.57	40.69	50	3.34
53	-145.96	-76.83	47.36	50	3.31
53	-145.96	-78.85	45.98	50	5.39
53	-145.96	-145.96	-0.00	50	0.75
53	-145.96	-129.11	11.54	50	2.88
53	-145.96	-117.57	19.45	50	4.30
Atoms	Optimal	Found	Error	Gen	Time
54	-149.30	-135.71	9.10	50	2.67
54	-149.30	-128.40	14.00	50	2.64
54	-149.30	-120.89	19.02	50	2.59
54	-149.30	776.63	620.19	50	2.61
54	-149.30	-85.31	42.86	50	2.62
54	-149.30	-79.75	46.58	50	2.61
54	-149.30	-147.56	1.16	50	1.45
54	-149.30	-129.76	13.09	50	1.42
54	-149.30	-134.81	9.70	50	1.41
54	-149.30	-143.09	4.16	50	2.17
54	-149.30	-132.77	11.07	50	3.56
54	-149.30	-131.45	11.96	50	2.86
54	-149.30	692.55	563.87	50	6.56
54	-149.30	-91.12	38.97	50	0.89
54	-149.30	-85.33	42.85	50	0.73
54	-149.30	-149.30	-0.00	50	0.67
54	-149.30	-134.68	9.79	50	3.59
54	-149.30	-144.00	3.55	50	2.92
Atoms	Optimal	Found	Error	Gen	Time
55	-152.65	-140.55	7.93	50	2.78
55	-152.65	-129.07	15.45	50	2.81
55	-152.65	-121.19	20.61	50	2.77
55	-152.65	-86.87	43.09	50	2.77
55	-152.65	-90.05	41.01	50	2.78
55	-152.65	-76.19	50.09	50	2.77
55	-152.65	-150.85	1.18	50	1.49
55	-152.65	-131.00	14.18	50	1.48
55	-152.65	-137.73	9.78	50	1.49
55	-152.65	-148.35	2.82	50	1.16
55	-152.65	-137.48	9.94	50	2.59
55	-152.65	-127.98	16.16	50	1.75
55	-152.65	-90.51	40.71	50	0.72
55	-152.65	-100.51	34.16	50	1.19
55	-152.65	-79.40	47.99	50	2.66
55	-152.65	-152.65	-0.00	50	0.69
55	-152.65	-136.46	10.61	50	3.48
55	-152.65	-147.22	3.56	50	2.69
Atoms	Optimal	Found	Error	Gen	Time
56	-155.93	-141.06	9.54	50	3.00
56	-155.93	-139.10	10.80	50	2.97
56	-155.93	-121.44	22.12	50	2.89
56	-155.93	-85.17	45.38	50	2.91
56	-155.93	-79.83	48.80	50	2.92
56	-155.93	-83.58	46.40	50	2.91
56	-155.93	-154.07	1.20	50	1.55
56	-155.93	-134.37	13.83	50	1.56
56	-155.93	-138.85	10.96	50	1.58
56	-155.93	-148.34	4.87	50	1.42
56	-155.93	-146.83	5.84	50	0.77
56	-155.93	-130.09	16.57	50	1.47
56	-155.93	-92.76	40.52	50	1.19
56	-155.93	-87.75	43.72	50	0.81
56	-155.93	-85.53	45.15	50	1.09
56	-155.93	-155.93	-0.00	50	0.83
56	-155.93	-139.59	10.48	50	4.70
56	-155.93	-147.77	5.23	50	3.44
Atoms	Optimal	Found	Error	Gen	Time
57	-158.17	-145.56	7.97	50	3.14
57	-158.17	-139.13	12.04	50	3.14
57	-158.17	-121.50	23.18	50	3.12
57	-158.17	-95.93	39.35	50	3.05
57	-158.17	-85.12	46.18	50	3.12
57	-158.17	-81.50	48.47	50	3.08
57	-158.17	-156.31	1.17	50	1.66
57	-158.17	-135.60	14.27	50	1.64
57	-158.17	-135.18	14.53	50	1.59
57	-158.17	-153.70	2.83	50	2.61
57	-158.17	-142.61	9.84	50	3.83
57	-158.17	-128.16	18.97	50	4.53
57	-158.17	-104.25	34.09	50	0.89
57	-158.17	-95.40	39.69	50	1.42
57	-158.17	-82.96	47.55	50	2.70
57	-158.17	-158.17	-0.00	50	1.00
57	-158.17	-143.09	9.54	50	4.09
57	-158.17	-140.71	11.04	50	2.91
Atoms	Optimal	Found	Error	Gen	Time
58	-161.52	-155.02	4.02	50	3.27
58	-161.52	-138.30	14.37	50	3.27
58	-161.52	-134.88	16.50	50	3.27
58	-161.52	-90.95	43.69	50	3.23
58	-161.52	-91.21	43.53	50	3.31
58	-161.52	-87.44	45.87	50	3.33
58	-161.52	-159.57	1.21	50	1.72
58	-161.52	-147.00	8.99	50	1.76
58	-161.52	-137.42	14.92	50	1.74
58	-161.52	-158.81	1.68	50	1.00
58	-161.52	-141.50	12.40	50	6.16
58	-161.52	-144.13	10.77	50	2.91
58	-161.52	-100.73	37.64	50	1.48
58	-161.52	-96.65	40.16	50	1.19
58	-161.52	-90.79	43.79	50	1.50
58	-161.52	-161.52	-0.00	50	0.77
58	-161.52	-149.42	7.49	50	3.75
58	-161.52	-143.21	11.33	50	3.67
Atoms	Optimal	Found	Error	Gen	Time
59	-164.88	-140.21	14.96	50	3.38
59	-164.88	-147.23	10.71	50	3.42
59	-164.88	-135.43	17.86	50	3.39
59	-164.88	-91.24	44.66	50	3.53
59	-164.88	-99.44	39.69	50	3.44
59	-164.88	-84.06	49.02	50	3.47
59	-164.88	-162.88	1.21	50	1.81
59	-164.88	-150.17	8.92	50	1.84
59	-164.88	-138.49	16.00	50	1.81
59	-164.88	-149.44	9.36	50	4.17
59	-164.88	-150.97	8.44	50	3.33
59	-164.88	-143.00	13.27	50	2.94
59	-164.88	-94.99	42.39	50	2.34
59	-164.88	-103.67	37.12	50	1.56
59	-164.88	-89.91	45.47	50	1.01
59	-164.88	-164.88	-0.00	50	0.86
59	-164.88	-152.36	7.60	50	3.80
59	-164.88	-142.79	13.40	50	3.08
Atoms	Optimal	Found	Error	Gen	Time
60	-168.23	-150.58	10.49	50	3.61
60	-168.23	-149.55	11.10	50	3.66
60	-168.23	-140.73	16.35	50	3.67
60	-168.23	-81.21	51.73	50	3.64
60	-168.23	1618.74	1062.23	50	3.67
60	-168.23	-92.88	44.79	50	3.58
60	-168.23	-166.17	1.23	50	1.94
60	-168.23	-153.91	8.51	50	2.00
60	-168.23	-141.09	16.13	50	1.92
60	-168.23	-156.26	7.11	50	5.62
60	-168.23	-153.68	8.65	50	1.62
60	-168.23	-143.11	14.93	50	6.11
60	-168.23	-86.23	48.74	50	4.22
60	-168.23	1618.69	1062.20	50	11.31
60	-168.23	-103.95	38.21	50	2.81
60	-168.23	-168.23	-0.00	50	1.01
60	-168.23	-155.49	7.57	50	2.47
60	-168.23	-147.01	12.61	50	3.03
Atoms	Optimal	Found	Error	Gen	Time
61	-171.50	-156.66	8.65	50	3.88
61	-171.50	-154.76	9.76	50	3.78
61	-171.50	-142.53	16.89	50	3.83
61	-171.50	-98.88	42.34	50	3.86
61	-171.50	-91.26	46.79	50	3.83
61	-171.50	-101.99	40.53	50	3.81
61	-171.50	-169.33	1.26	50	1.98
61	-171.50	-152.97	10.81	50	2.03
61	-171.50	-144.09	15.98	50	2.03
61	-171.50	-165.54	3.48	50	1.41
61	-171.50	-158.27	7.71	50	1.52
61	-171.50	-147.58	13.95	50	3.80
61	-171.50	-107.33	37.42	50	1.03
61	-171.50	-96.21	43.90	50	1.01
61	-171.50	-110.26	35.71	50	0.92
61	-171.50	-171.50	-0.00	50	1.03
61	-171.50	-159.37	7.07	50	1.61
61	-171.50	-150.51	12.24	50	4.03
Atoms	Optimal	Found	Error	Gen	Time
62	-173.74	-164.49	5.33	50	4.01
62	-173.74	-157.91	9.11	50	4.00
62	-173.74	-143.80	17.23	50	4.00
62	-173.74	-91.45	47.36	50	4.02
62	-173.74	-85.95	50.53	50	3.95
62	-173.74	-92.46	46.78	50	4.03
62	-173.74	-171.53	1.27	50	2.14
62	-173.74	-154.01	11.36	50	2.12
62	-173.74	-144.62	16.76	50	2.12
62	-173.74	-171.36	1.37	50	2.70
62	-173.74	-163.83	5.71	50	1.67
62	-173.74	-149.27	14.08	50	2.48
62	-173.74	-96.62	44.39	50	1.03
62	-173.74	-88.00	49.35	50	2.36
62	-173.74	-101.13	41.79	50	1.03
62	-173.74	-173.74	-0.00	50	1.12
62	-173.74	-161.12	7.26	50	1.99
62	-173.74	-150.23	13.53	50	3.56
Atoms	Optimal	Found	Error	Gen	Time
63	-177.05	-151.70	14.32	50	4.20
63	-177.05	-153.84	13.11	50	4.19
63	-177.05	-150.15	15.19	50	4.24
63	-177.05	-104.79	40.81	50	4.20
63	-177.05	-100.76	43.09	50	4.17
63	-177.05	-100.40	43.29	50	4.16
63	-177.05	-174.67	1.35	50	2.22
63	-177.05	-159.13	10.12	50	2.22
63	-177.05	-155.25	12.31	50	2.22
63	-177.05	-160.63	9.27	50	5.92
63	-177.05	-160.76	9.20	50	2.86
63	-177.05	-158.07	10.72	50	5.34
63	-177.05	-113.15	36.09	50	1.84
63	-177.05	-108.09	38.95	50	1.56
63	-177.05	-107.62	39.22	50	1.62
63	-177.05	-177.05	-0.00	50	1.14
63	-177.05	-162.86	8.02	50	5.00
63	-177.05	-162.99	7.94	50	1.16
Atoms	Optimal	Found	Error	Gen	Time
64	-180.41	-151.93	15.79	50	4.45
64	-180.41	-163.08	9.61	50	4.50
64	-180.41	-150.68	16.48	50	4.45
64	-180.41	-108.51	39.86	50	4.39
64	-180.41	-100.47	44.31	50	4.41
64	-180.41	-79.72	55.81	50	4.41
64	-180.41	-177.84	1.43	50	2.34
64	-180.41	-163.53	9.36	50	2.31
64	-180.41	-157.48	12.71	50	2.38
64	-180.41	-157.73	12.57	50	5.50
64	-180.41	-168.86	6.41	50	1.19
64	-180.41	-160.42	11.08	50	2.88
64	-180.41	-119.54	33.74	50	2.97
64	-180.41	-109.51	39.30	50	4.31
64	-180.41	-80.59	55.33	50	7.66
64	-180.41	-180.41	-0.00	50	1.16
64	-180.41	-167.05	7.40	50	4.41
64	-180.41	-165.36	8.35	50	1.42
Atoms	Optimal	Found	Error	Gen	Time
65	-183.70	-162.55	11.51	50	4.66
65	-183.70	-162.23	11.69	50	4.58
65	-183.70	-149.72	18.50	50	4.59
65	-183.70	-108.85	40.74	50	4.49
65	-183.70	-96.33	47.56	50	4.55
65	-183.70	-102.61	44.14	50	4.51
65	-183.70	-181.00	1.47	50	2.52
65	-183.70	-166.64	9.29	50	2.48
65	-183.70	-159.22	13.33	50	2.53
65	-183.70	-174.07	5.24	50	3.73
65	-183.70	-170.98	6.93	50	2.73
65	-183.70	-156.51	14.80	50	5.24
65	-183.70	-113.31	38.32	50	2.06
65	-183.70	-102.96	43.95	50	6.47
65	-183.70	-103.83	43.48	50	1.80
65	-183.70	-183.70	-0.00	50	1.25
65	-183.70	-170.93	6.95	50	3.97
65	-183.70	-166.88	9.16	50	2.14
Atoms	Optimal	Found	Error	Gen	Time
66	-185.93	-157.71	15.18	50	4.94
66	-185.93	-163.39	12.13	50	4.91
66	-185.93	-153.85	17.25	50	4.81
66	-185.93	-102.35	44.95	50	4.73
66	-185.93	-102.45	44.90	50	4.77
66	-185.93	-105.23	43.40	50	4.86
66	-185.93	-183.25	1.44	50	2.56
66	-185.93	-166.48	10.46	50	2.55
66	-185.93	-152.89	17.77	50	2.53
66	-185.93	-162.05	12.84	50	8.39
66	-185.93	-166.79	10.29	50	7.30
66	-185.93	-165.84	10.80	50	3.97
66	-185.93	-107.05	42.42	50	2.34
66	-185.93	-104.18	43.97	50	4.47
66	-185.93	-115.58	37.84	50	4.11
66	-185.93	-185.93	-0.00	50	1.70
66	-185.93	-174.52	6.14	50	2.80
66	-185.93	-155.80	16.21	50	9.19
Atoms	Optimal	Found	Error	Gen	Time
67	-189.26	-169.46	10.46	50	5.17
67	-189.26	-170.56	9.88	50	5.12
67	-189.26	-155.24	17.98	50	5.06
67	-189.26	-101.21	46.52	50	5.06
67	-189.26	-98.97	47.71	50	5.11
67	-189.26	-100.83	46.72	50	5.05
67	-189.26	-186.34	1.54	50	2.69
67	-189.26	-171.06	9.62	50	2.69
67	-189.26	-154.93	18.14	50	2.67
67	-189.26	-173.83	8.15	50	6.89
67	-189.26	-174.43	7.84	50	3.09
67	-189.26	-167.72	11.38	50	3.84
67	-189.26	-104.46	44.81	50	1.81
67	-189.26	-101.60	46.32	50	3.30
67	-189.26	-104.80	44.63	50	2.59
67	-189.26	-189.26	-0.00	50	1.76
67	-189.26	-176.46	6.77	50	3.28
67	-189.26	-158.91	16.04	50	8.81
Atoms	Optimal	Found	Error	Gen	Time
68	-192.63	-168.03	12.77	50	5.25
68	-192.63	-177.17	8.03	50	5.25
68	-192.63	-159.01	17.45	50	5.31
68	-192.63	-104.03	46.00	50	5.28
68	-192.63	-103.72	46.16	50	5.27
68	-192.63	-102.50	46.79	50	5.22
68	-192.63	-189.60	1.57	50	2.77
68	-192.63	-161.39	16.22	50	2.80
